질문,답변
"남원요천비치페스티벌 축제장 주변에서 제공되는 체험 행사에 대해서 자세히 설명해주세요. 페이스페인팅, 타투, 네일아트 등 어떤 체험 활동이 축제 분위기를 더욱 즐겁게 만드는지 알려주세요.","요천 수경 공간에 마련된 워터 슬라이드 풀을 배경으로 물총 전쟁, 음악과 함께 하는 요천비치 쉼크닉 등 역동적인 물놀이를 즐길 수 있는 행사를 상시 운영하며, 축제장 주변에서는 페이스페인팅, 타투, 네일아트 등 체험 행사로 축제의 재미를 더할 계획이다. 또한 먹거리도 지역의 색을 입혀 제대로 선보인다. 남원의 특산물인 흑돼지, 오미자 등 고품질의 농산물을 엄선하여 개발한 흑돼지 핫도그, 흑돼지 덮밥, 오미자 에이드, 칠리치즈나쵸가 관광객들의 입맛을 사로잡을 것으로 기대하고 있다. 무더위를 날려줄 시원한 물줄기로, 잊지 못할 한여름의 추억을 만들고 싶다면 남원 요천으로 Go!Go!"
"남원요천비치페스티벌에서 남원의 지역 특산물을 활용한 먹거리에 대해 자세히 언급해주세요. 어떤 음식과 음료가 제공되며, 관광객들은 어떤 특별한 맛과 경험을 기대할 수 있을까요?","요천 수경 공간에 마련된 워터 슬라이드 풀을 배경으로 물총 전쟁, 음악과 함께 하는 요천비치 쉼크닉 등 역동적인 물놀이를 즐길 수 있는 행사를 상시 운영하며, 축제장 주변에서는 페이스페인팅, 타투, 네일아트 등 체험 행사로 축제의 재미를 더할 계획이다. 또한 먹거리도 지역의 색을 입혀 제대로 선보인다. 남원의 특산물인 흑돼지, 오미자 등 고품질의 농산물을 엄선하여 개발한 흑돼지 핫도그, 흑돼지 덮밥, 오미자 에이드, 칠리치즈나쵸가 관광객들의 입맛을 사로잡을 것으로 기대하고 있다. 무더위를 날려줄 시원한 물줄기로, 잊지 못할 한여름의 추억을 만들고 싶다면 남원 요천으로 Go!Go!"
"남원 요천비치페스티벌을 방문하는 이들이 어떤 즐거운 추억을 만들고 싶을 때, 어떻게 이 행사를 즐기는 것이 좋을까요?","요천 수경 공간에 마련된 워터 슬라이드 풀을 배경으로 물총 전쟁, 음악과 함께 하는 요천비치 쉼크닉 등 역동적인 물놀이를 즐길 수 있는 행사를 상시 운영하며, 축제장 주변에서는 페이스페인팅, 타투, 네일아트 등 체험 행사로 축제의 재미를 더할 계획이다. 또한 먹거리도 지역의 색을 입혀 제대로 선보인다. 남원의 특산물인 흑돼지, 오미자 등 고품질의 농산물을 엄선하여 개발한 흑돼지 핫도그, 흑돼지 덮밥, 오미자 에이드, 칠리치즈나쵸가 관광객들의 입맛을 사로잡을 것으로 기대하고 있다. 무더위를 날려줄 시원한 물줄기로, 잊지 못할 한여름의 추억을 만들고 싶다면 남원 요천으로 Go!Go!"
"동편제 국악축제는 언제, 어떤 장소에서 열리는 행사인가요? 축제의 일정과 장소를 자세히 설명해주세요.","전라북도 남원시 운봉읍은 우리나라 3대 악성 중 한명인 옥보고가 거문고를 크게 발전시킨 곳으로 알려져 있다. 운봉읍 화수리에 위치하고 있는 비전·전촌마을은 판소리 중시조인 송흥록, 국창 박초월의 생가와 국악의 성지가 있어 판소리 명인들의 고향이자 유적지로 동편제 태동지라 불리고 있다. 또한, 이성계의 황산대첩을 기념해 세운 사적 104호 황산대첩비가 있으며 지리산 둘레길 2코스가 지나고 있어 아름다운 자연 절경과 시골의 정겨움이 느껴지는 곳이다. 동편제 판소리 유·무형의 역사적 자산을 배경으로 마을에서는 [동편제 체험관] 등을 운영하며 마을의 이야기를 알리기 위한 활동이 활발하다."
동편제 국악축제에서 판소리 중시조인 송흥록과 국창 박초월의 생가와 국악의 성지인 비전·전촌마을에서는 어떤 활동이 열리나요? 관람객들은 이곳에서 어떤 문화와 역사적인 경험을 할 수 있을까요?,"전라북도 남원시 운봉읍은 우리나라 3대 악성 중 한명인 옥보고가 거문고를 크게 발전시킨 곳으로 알려져 있다. 운봉읍 화수리에 위치하고 있는 비전·전촌마을은 판소리 중시조인 송흥록, 국창 박초월의 생가와 국악의 성지가 있어 판소리 명인들의 고향이자 유적지로 동편제 태동지라 불리고 있다. 또한, 이성계의 황산대첩을 기념해 세운 사적 104호 황산대첩비가 있으며 지리산 둘레길 2코스가 지나고 있어 아름다운 자연 절경과 시골의 정겨움이 느껴지는 곳이다. 동편제 판소리 유·무형의 역사적 자산을 배경으로 마을에서는 [동편제 체험관] 등을 운영하며 마을의 이야기를 알리기 위한 활동이 활발하다."
동편제 국악축제에서 황산대첩비와 지리산 둘레길 2코스가 있는 운봉읍의 아름다운 자연과 관련된 행사나 관광 명소가 있을까요?,"전라북도 남원시 운봉읍은 우리나라 3대 악성 중 한명인 옥보고가 거문고를 크게 발전시킨 곳으로 알려져 있다. 운봉읍 화수리에 위치하고 있는 비전·전촌마을은 판소리 중시조인 송흥록, 국창 박초월의 생가와 국악의 성지가 있어 판소리 명인들의 고향이자 유적지로 동편제 태동지라 불리고 있다. 또한, 이성계의 황산대첩을 기념해 세운 사적 104호 황산대첩비가 있으며 지리산 둘레길 2코스가 지나고 있어 아름다운 자연 절경과 시골의 정겨움이 느껴지는 곳이다. 동편제 판소리 유·무형의 역사적 자산을 배경으로 마을에서는 [동편제 체험관] 등을 운영하며 마을의 이야기를 알리기 위한 활동이 활발하다."
동편제 국악축제에서 동편제 체험관과 같은 마을의 활동은 어떤 내용으로 진행되고 있나요? 이러한 활동을 통해 어떤 지역 이야기와 역사를 알릴 수 있을까요?,"전라북도 남원시 운봉읍은 우리나라 3대 악성 중 한명인 옥보고가 거문고를 크게 발전시킨 곳으로 알려져 있다. 운봉읍 화수리에 위치하고 있는 비전·전촌마을은 판소리 중시조인 송흥록, 국창 박초월의 생가와 국악의 성지가 있어 판소리 명인들의 고향이자 유적지로 동편제 태동지라 불리고 있다. 또한, 이성계의 황산대첩을 기념해 세운 사적 104호 황산대첩비가 있으며 지리산 둘레길 2코스가 지나고 있어 아름다운 자연 절경과 시골의 정겨움이 느껴지는 곳이다. 동편제 판소리 유·무형의 역사적 자산을 배경으로 마을에서는 [동편제 체험관] 등을 운영하며 마을의 이야기를 알리기 위한 활동이 활발하다."
바래봉 눈꿏축제는 어떤 시기에 열리나요? 축제의 일정과 장소를 자세히 알려주세요.,"남원 지리산 허브벨리에서는 매년 바래봉 눈꽃축제를 열고 있다. 겨울축제를 알차게 보낼 수 있는 허브밸리 눈썰매장은 고원분지에 형성되어 있어 하얀 설경이 아름답다. 120m의 눈썰매장과 얼음 위에서 썰매를 타는 얼음 썰매장은 어린이뿐만 아니라, 동심을 느끼고자하는 어른들에게도 겨울스포츠의 짜릿함과 거기에 매서운 겨울추위까지 더해져 겨울느낌을 제대로 느낄 수 있다. 축제 기간 동안, 하얀 눈으로 뒤덮인 지리산 바래봉 일원에서는 눈썰매, 얼음썰매 타기, 눈사람 만들기, 눈싸움 대회, 연날리기 대회 등 동심으로 돌아가 즐길 수 있는 다채로운 체험 프로그램이 마련되었다. 또한 대형 이글루, 눈 조각 등 보다 다양한 볼거리와 즐길거리로 허브밸리를 찾은 관광객을 만족시키고 있다."
바래봉 눈꿏축제의 허브밸리 눈썰매장에서 어떤 겨울 활동을 즐길 수 있나요? 어떤 종류의 눈썰매와 얼음 썰매장이 마련되어 있나요?,"남원 지리산 허브벨리에서는 매년 바래봉 눈꽃축제를 열고 있다. 겨울축제를 알차게 보낼 수 있는 허브밸리 눈썰매장은 고원분지에 형성되어 있어 하얀 설경이 아름답다. 120m의 눈썰매장과 얼음 위에서 썰매를 타는 얼음 썰매장은 어린이뿐만 아니라, 동심을 느끼고자하는 어른들에게도 겨울스포츠의 짜릿함과 거기에 매서운 겨울추위까지 더해져 겨울느낌을 제대로 느낄 수 있다. 축제 기간 동안, 하얀 눈으로 뒤덮인 지리산 바래봉 일원에서는 눈썰매, 얼음썰매 타기, 눈사람 만들기, 눈싸움 대회, 연날리기 대회 등 동심으로 돌아가 즐길 수 있는 다채로운 체험 프로그램이 마련되었다. 또한 대형 이글루, 눈 조각 등 보다 다양한 볼거리와 즐길거리로 허브밸리를 찾은 관광객을 만족시키고 있다."
바래봉 눈꿏축제 기간 동안 어떤 체험 프로그램이 제공되나요? 관람객들은 어떤 활동과 이벤트를 기대할 수 있을까요?,"남원 지리산 허브벨리에서는 매년 바래봉 눈꽃축제를 열고 있다. 겨울축제를 알차게 보낼 수 있는 허브밸리 눈썰매장은 고원분지에 형성되어 있어 하얀 설경이 아름답다. 120m의 눈썰매장과 얼음 위에서 썰매를 타는 얼음 썰매장은 어린이뿐만 아니라, 동심을 느끼고자하는 어른들에게도 겨울스포츠의 짜릿함과 거기에 매서운 겨울추위까지 더해져 겨울느낌을 제대로 느낄 수 있다. 축제 기간 동안, 하얀 눈으로 뒤덮인 지리산 바래봉 일원에서는 눈썰매, 얼음썰매 타기, 눈사람 만들기, 눈싸움 대회, 연날리기 대회 등 동심으로 돌아가 즐길 수 있는 다채로운 체험 프로그램이 마련되었다. 또한 대형 이글루, 눈 조각 등 보다 다양한 볼거리와 즐길거리로 허브밸리를 찾은 관광객을 만족시키고 있다."
바래봉 눈꿏축제에서는 어떤 특별한 눈의 아트나 눈 조각 등의 예술적인 활동이 있는지 알려주세요.,"남원 지리산 허브벨리에서는 매년 바래봉 눈꽃축제를 열고 있다. 겨울축제를 알차게 보낼 수 있는 허브밸리 눈썰매장은 고원분지에 형성되어 있어 하얀 설경이 아름답다. 120m의 눈썰매장과 얼음 위에서 썰매를 타는 얼음 썰매장은 어린이뿐만 아니라, 동심을 느끼고자하는 어른들에게도 겨울스포츠의 짜릿함과 거기에 매서운 겨울추위까지 더해져 겨울느낌을 제대로 느낄 수 있다. 축제 기간 동안, 하얀 눈으로 뒤덮인 지리산 바래봉 일원에서는 눈썰매, 얼음썰매 타기, 눈사람 만들기, 눈싸움 대회, 연날리기 대회 등 동심으로 돌아가 즐길 수 있는 다채로운 체험 프로그램이 마련되었다. 또한 대형 이글루, 눈 조각 등 보다 다양한 볼거리와 즐길거리로 허브밸리를 찾은 관광객을 만족시키고 있다."
바래봉 눈꿏축제에서 허브밸리의 대형 이글루와 다양한 볼거리는 어떤 경험을 제공하고 관광객을 만족시키고 있나요?,"남원 지리산 허브벨리에서는 매년 바래봉 눈꽃축제를 열고 있다. 겨울축제를 알차게 보낼 수 있는 허브밸리 눈썰매장은 고원분지에 형성되어 있어 하얀 설경이 아름답다. 120m의 눈썰매장과 얼음 위에서 썰매를 타는 얼음 썰매장은 어린이뿐만 아니라, 동심을 느끼고자하는 어른들에게도 겨울스포츠의 짜릿함과 거기에 매서운 겨울추위까지 더해져 겨울느낌을 제대로 느낄 수 있다. 축제 기간 동안, 하얀 눈으로 뒤덮인 지리산 바래봉 일원에서는 눈썰매, 얼음썰매 타기, 눈사람 만들기, 눈싸움 대회, 연날리기 대회 등 동심으로 돌아가 즐길 수 있는 다채로운 체험 프로그램이 마련되었다. 또한 대형 이글루, 눈 조각 등 보다 다양한 볼거리와 즐길거리로 허브밸리를 찾은 관광객을 만족시키고 있다."
바래봉 철쭉제는 어느 시기에 열리나요? 언제부터 언제까지 이 축제를 즐길 수 있을까요?,"지리산 바래봉은 전국 제일의 철쭉 군락지로 알려져 매년 4월에서 5월이면 수많은 사람들이 남원을 찾는다. 지리산운봉바래봉철쭉제는 이러한 사람들을 위해 개최된 생태자연축제이다. 바래봉 철쭉 군락지는 4월경에 해발 500미터에서부터 꽃이 피기 시작해 5월 중순쯤이 되면 해발 1,100미터 정상의 철쭉이 만개할 때까지 약 한 달간 능선을 따라 지속적으로 피어 장관을 이룬다. 축제는 바래봉 철쭉을 널리 알림과 동시에 등산객과 관광객을 이끌어 지역 경제 활성화를 도모하기 위해 열리고 있다. 산신제, 터울림 농악, 사생대회, 이벤트 행사, 농특산품 판매 등의 행사가 진행되며 바래봉 철쭉과 연계할 수 있는 허브체험 행사를 연계하고 있다."
